国名,訪日外客数,年月日
中国,68854.0,2006/1/01
北アメリカ計,73425.0,2006/1/01
南アメリカ計,2119.0,2006/1/01
台湾,109560.0,2006/1/01
無国籍・その他,101.0,2006/1/01
米国,57337.0,2006/1/01
英国,18162.0,2006/1/01
豪州,20315.0,2006/1/01
韓国,192590.0,2006/1/01
香港,36601.0,2006/1/01
アイルランド,1495.0,2006/10/01
アフリカ計,2334.0,2006/10/01
イスラエル,1714.0,2006/10/01
イタリア,5410.0,2006/10/01
インド,5739.0,2006/10/01
インドネシア,9991.0,2006/10/01
オセアニア計,19405.0,2006/10/01
オランダ,3639.0,2006/10/01
オーストリア,1627.0,2006/10/01
カナダ,14899.0,2006/10/01
シンガポール,10453.0,2006/10/01
スイス,2851.0,2006/10/01
スウェーデン,3296.0,2006/10/01
スペイン,3133.0,2006/10/01
タイ,13812.0,2006/10/01
デンマーク,1520.0,2006/10/01
トルコ,1176.0,2006/10/01
ドイツ,13519.0,2006/10/01
ニュージーランド,2658.0,2006/10/01
ノルウェー,1054.0,2006/10/01
フィリピン,8387.0,2006/10/01
フィンランド,1975.0,2006/10/01
フランス,12631.0,2006/10/01
ブラジル,2301.0,2006/10/01
ベトナム,2747.0,2006/10/01
ベルギー,1584.0,2006/10/01
ポルトガル,888.0,2006/10/01
ポーランド,848.0,2006/10/01
マレーシア,9338.0,2006/10/01
メキシコ,2168.0,2006/10/01
ヨーロッパ計,89670.0,2006/10/01
ロシア,5935.0,2006/10/01
中国,76381.0,2006/10/01
北アメリカ計,100344.0,2006/10/01
南アメリカ計,4318.0,2006/10/01
台湾,122855.0,2006/10/01
無国籍・その他,97.0,2006/10/01
米国,82097.0,2006/10/01
英国,23226.0,2006/10/01
豪州,16424.0,2006/10/01
韓国,187601.0,2006/10/01
香港,27166.0,2006/10/01
アイルランド,1088.0,2006/11/01
アフリカ計,1782.0,2006/11/01
イスラエル,987.0,2006/11/01
イタリア,4163.0,2006/11/01
インド,5462.0,2006/11/01
インドネシア,5307.0,2006/11/01
オセアニア計,15324.0,2006/11/01
オランダ,2948.0,2006/11/01
オーストリア,1475.0,2006/11/01
カナダ,15043.0,2006/11/01
シンガポール,12938.0,2006/11/01
スイス,2068.0,2006/11/01
スウェーデン,2338.0,2006/11/01
スペイン,2093.0,2006/11/01
タイ,10546.0,2006/11/01
デンマーク,1284.0,2006/11/01
トルコ,809.0,2006/11/01
ドイツ,11146.0,2006/11/01
ニュージーランド,2205.0,2006/11/01
ノルウェー,800.0,2006/11/01
フィリピン,7197.0,2006/11/01
フィンランド,1326.0,2006/11/01
フランス,9551.0,2006/11/01
ブラジル,1224.0,2006/11/01
ベトナム,2090.0,2006/11/01
ベルギー,1249.0,2006/11/01
ポルトガル,686.0,2006/11/01
ポーランド,1177.0,2006/11/01
マレーシア,8472.0,2006/11/01
メキシコ,2102.0,2006/11/01
ヨーロッパ計,71781.0,2006/11/01
ロシア,5881.0,2006/11/01
中国,62997.0,2006/11/01
北アメリカ計,82931.0,2006/11/01
南アメリカ計,2640.0,2006/11/01
台湾,95999.0,2006/11/01
無国籍・その他,66.0,2006/11/01
米国,65216.0,2006/11/01
英国,18655.0,2006/11/01
豪州,12900.0,2006/11/01
韓国,177298.0,2006/11/01
香港,24809.0,2006/11/01
アイルランド,863.0,2006/12/01
アフリカ計,1416.0,2006/12/01
イスラエル,669.0,2006/12/01
イタリア,3500.0,2006/12/01
インド,4403.0,2006/12/01
インドネシア,6589.0,2006/12/01
オセアニア計,24100.0,2006/12/01
オランダ,2308.0,2006/12/01
オーストリア,766.0,2006/12/01
カナダ,14362.0,2006/12/01
シンガポール,22551.0,2006/12/01
スイス,1481.0,2006/12/01
スウェーデン,1819.0,2006/12/01
スペイン,1766.0,2006/12/01
タイ,11116.0,2006/12/01
デンマーク,834.0,2006/12/01
トルコ,467.0,2006/12/01
ドイツ,7065.0,2006/12/01
ニュージーランド,3048.0,2006/12/01
ノルウェー,527.0,2006/12/01
フィリピン,6384.0,2006/12/01
フィンランド,1101.0,2006/12/01
フランス,8212.0,2006/12/01
ブラジル,2083.0,2006/12/01
ベトナム,1689.0,2006/12/01
ベルギー,855.0,2006/12/01
ポルトガル,1143.0,2006/12/01
ポーランド,523.0,2006/12/01
マレーシア,10867.0,2006/12/01
メキシコ,1881.0,2006/12/01
ヨーロッパ計,55197.0,2006/12/01
ロシア,4075.0,2006/12/01
中国,49883.0,2006/12/01
北アメリカ計,74966.0,2006/12/01
南アメリカ計,3043.0,2006/12/01
台湾,85787.0,2006/12/01
無国籍・その他,76.0,2006/12/01
米国,58379.0,2006/12/01
英国,16049.0,2006/12/01
豪州,20869.0,2006/12/01
韓国,184678.0,2006/12/01
香港,37000.0,2006/12/01
アイルランド,860.0,2006/2/01
アフリカ計,1154.0,2006/2/01
イスラエル,687.0,2006/2/01
イタリア,2658.0,2006/2/01
インド,4060.0,2006/2/01
インドネシア,2705.0,2006/2/01
オセアニア計,16119.0,2006/2/01
オランダ,1992.0,2006/2/01
オーストリア,742.0,2006/2/01
カナダ,9447.0,2006/2/01
シンガポール,4769.0,2006/2/01
スイス,1226.0,2006/2/01
スウェーデン,1478.0,2006/2/01
スペイン,1205.0,2006/2/01
タイ,6876.0,2006/2/01
デンマーク,993.0,2006/2/01
トルコ,512.0,2006/2/01
ドイツ,8099.0,2006/2/01
ニュージーランド,1833.0,2006/2/01
ノルウェー,509.0,2006/2/01
フィリピン,5986.0,2006/2/01
フィンランド,1021.0,2006/2/01
フランス,7423.0,2006/2/01
ブラジル,846.0,2006/2/01
ベトナム,2080.0,2006/2/01
ベルギー,903.0,2006/2/01
ポルトガル,589.0,2006/2/01
ポーランド,382.0,2006/2/01
マレーシア,4175.0,2006/2/01
メキシコ,860.0,2006/2/01
ヨーロッパ計,50262.0,2006/2/01
ロシア,3710.0,2006/2/01
中国,55842.0,2006/2/01
北アメリカ計,58061.0,2006/2/01
南アメリカ計,1726.0,2006/2/01
台湾,92508.0,2006/2/01
無国籍・その他,66.0,2006/2/01
米国,47426.0,2006/2/01
英国,14494.0,2006/2/01
豪州,14141.0,2006/2/01
韓国,174239.0,2006/2/01
香港,28071.0,2006/2/01
アイルランド,1016.0,2006/3/01
アフリカ計,1929.0,2006/3/01
イスラエル,1003.0,2006/3/01
イタリア,3817.0,2006/3/01
インド,4834.0,2006/3/01
インドネシア,3544.0,2006/3/01
オセアニア計,17902.0,2006/3/01
オランダ,2411.0,2006/3/01
オーストリア,1147.0,2006/3/01
カナダ,14400.0,2006/3/01
シンガポール,7597.0,2006/3/01
スイス,2068.0,2006/3/01
スウェーデン,2514.0,2006/3/01
スペイン,2054.0,2006/3/01
タイ,14779.0,2006/3/01
デンマーク,1217.0,2006/3/01
トルコ,626.0,2006/3/01
ドイツ,11741.0,2006/3/01
ニュージーランド,2465.0,2006/3/01
ノルウェー,846.0,2006/3/01
フィリピン,7613.0,2006/3/01
フィンランド,1511.0,2006/3/01
フランス,9473.0,2006/3/01
ブラジル,1412.0,2006/3/01
ベトナム,2246.0,2006/3/01
ベルギー,1144.0,2006/3/01
ポルトガル,733.0,2006/3/01
ポーランド,639.0,2006/3/01
マレーシア,7501.0,2006/3/01
メキシコ,1605.0,2006/3/01
ヨーロッパ計,69901.0,2006/3/01
ロシア,4724.0,2006/3/01
中国,70491.0,2006/3/01
北アメリカ計,90495.0,2006/3/01
南アメリカ計,2723.0,2006/3/01
台湾,94927.0,2006/3/01
無国籍・その他,77.0,2006/3/01
米国,73875.0,2006/3/01
英国,19438.0,2006/3/01
豪州,15196.0,2006/3/01
韓国,149071.0,2006/3/01
香港,26440.0,2006/3/01
アイルランド,1115.0,2006/4/01
アフリカ計,1767.0,2006/4/01
イスラエル,1263.0,2006/4/01
イタリア,3763.0,2006/4/01
インド,5346.0,2006/4/01
インドネシア,6244.0,2006/4/01
オセアニア計,20080.0,2006/4/01
オランダ,2804.0,2006/4/01
オーストリア,1183.0,2006/4/01
カナダ,13972.0,2006/4/01
シンガポール,10935.0,2006/4/01
スイス,2551.0,2006/4/01
スウェーデン,2803.0,2006/4/01
スペイン,2526.0,2006/4/01
タイ,22015.0,2006/4/01
デンマーク,1344.0,2006/4/01
トルコ,677.0,2006/4/01
ドイツ,11206.0,2006/4/01
ニュージーランド,3383.0,2006/4/01
ノルウェー,910.0,2006/4/01
フィリピン,10491.0,2006/4/01
フィンランド,1399.0,2006/4/01
フランス,13088.0,2006/4/01
ブラジル,1813.0,2006/4/01
ベトナム,2459.0,2006/4/01
ベルギー,1314.0,2006/4/01
ポルトガル,888.0,2006/4/01
ポーランド,549.0,2006/4/01
マレーシア,10267.0,2006/4/01
メキシコ,2064.0,2006/4/01
ヨーロッパ計,78472.0,2006/4/01
ロシア,5007.0,2006/4/01
中国,73932.0,2006/4/01
北アメリカ計,92944.0,2006/4/01
南アメリカ計,3189.0,2006/4/01
台湾,128895.0,2006/4/01
無国籍・その他,132.0,2006/4/01
米国,76335.0,2006/4/01
英国,22457.0,2006/4/01
豪州,16441.0,2006/4/01
韓国,162657.0,2006/4/01
香港,34728.0,2006/4/01
アイルランド,909.0,2006/5/01
アフリカ計,1763.0,2006/5/01
イスラエル,923.0,2006/5/01
イタリア,3537.0,2006/5/01
インド,6283.0,2006/5/01
インドネシア,3724.0,2006/5/01
オセアニア計,17909.0,2006/5/01
オランダ,2474.0,2006/5/01
オーストリア,978.0,2006/5/01
カナダ,11616.0,2006/5/01
シンガポール,9082.0,2006/5/01
スイス,1802.0,2006/5/01
スウェーデン,1805.0,2006/5/01
スペイン,1765.0,2006/5/01
タイ,10357.0,2006/5/01
デンマーク,991.0,2006/5/01
トルコ,594.0,2006/5/01
ドイツ,9897.0,2006/5/01
ニュージーランド,2570.0,2006/5/01
ノルウェー,580.0,2006/5/01
フィリピン,9663.0,2006/5/01
フィンランド,1192.0,2006/5/01
フランス,10329.0,2006/5/01
ブラジル,1303.0,2006/5/01
ベトナム,1918.0,2006/5/01
ベルギー,1089.0,2006/5/01
ポルトガル,679.0,2006/5/01
ポーランド,574.0,2006/5/01
マレーシア,6937.0,2006/5/01
メキシコ,1467.0,2006/5/01
ヨーロッパ計,64313.0,2006/5/01
ロシア,5070.0,2006/5/01
中国,64298.0,2006/5/01
北アメリカ計,85962.0,2006/5/01
南アメリカ計,2688.0,2006/5/01
台湾,110240.0,2006/5/01
無国籍・その他,68.0,2006/5/01
米国,72321.0,2006/5/01
英国,17131.0,2006/5/01
豪州,14943.0,2006/5/01
韓国,161080.0,2006/5/01
香港,23532.0,2006/5/01
アイルランド,890.0,2006/6/01
アフリカ計,1642.0,2006/6/01
イスラエル,831.0,2006/6/01
イタリア,2966.0,2006/6/01
インド,4904.0,2006/6/01
インドネシア,4657.0,2006/6/01
オセアニア計,17186.0,2006/6/01
オランダ,2024.0,2006/6/01
オーストリア,761.0,2006/6/01
カナダ,9898.0,2006/6/01
シンガポール,10777.0,2006/6/01
スイス,1277.0,2006/6/01
スウェーデン,1793.0,2006/6/01
スペイン,1521.0,2006/6/01
タイ,6741.0,2006/6/01
デンマーク,810.0,2006/6/01
トルコ,567.0,2006/6/01
ドイツ,7044.0,2006/6/01
ニュージーランド,2282.0,2006/6/01
ノルウェー,545.0,2006/6/01
フィリピン,7860.0,2006/6/01
フィンランド,1218.0,2006/6/01
フランス,7946.0,2006/6/01
ブラジル,1216.0,2006/6/01
ベトナム,1811.0,2006/6/01
ベルギー,833.0,2006/6/01
ポルトガル,1627.0,2006/6/01
ポーランド,511.0,2006/6/01
マレーシア,5270.0,2006/6/01
メキシコ,1200.0,2006/6/01
ヨーロッパ計,52375.0,2006/6/01
ロシア,4354.0,2006/6/01
中国,51243.0,2006/6/01
北アメリカ計,94838.0,2006/6/01
南アメリカ計,2360.0,2006/6/01
台湾,110294.0,2006/6/01
無国籍・その他,71.0,2006/6/01
米国,83297.0,2006/6/01
英国,13462.0,2006/6/01
豪州,14536.0,2006/6/01
韓国,153706.0,2006/6/01
香港,25408.0,2006/6/01
アイルランド,1156.0,2006/7/01
アフリカ計,1980.0,2006/7/01
イスラエル,937.0,2006/7/01
イタリア,4061.0,2006/7/01
インド,5493.0,2006/7/01
インドネシア,5284.0,2006/7/01
オセアニア計,18980.0,2006/7/01
オランダ,2792.0,2006/7/01
オーストリア,1159.0,2006/7/01
カナダ,14714.0,2006/7/01
シンガポール,7345.0,2006/7/01
スイス,2245.0,2006/7/01
スウェーデン,1783.0,2006/7/01
スペイン,2831.0,2006/7/01
タイ,7317.0,2006/7/01
デンマーク,1033.0,2006/7/01
トルコ,605.0,2006/7/01
ドイツ,9271.0,2006/7/01
ニュージーランド,2867.0,2006/7/01
ノルウェー,698.0,2006/7/01
フィリピン,8295.0,2006/7/01
フィンランド,1224.0,2006/7/01
フランス,11128.0,2006/7/01
ブラジル,1857.0,2006/7/01
ベトナム,2393.0,2006/7/01
ベルギー,1253.0,2006/7/01
ポルトガル,1372.0,2006/7/01
ポーランド,599.0,2006/7/01
マレーシア,5779.0,2006/7/01
メキシコ,2482.0,2006/7/01
ヨーロッパ計,71386.0,2006/7/01
ロシア,6240.0,2006/7/01
中国,81476.0,2006/7/01
北アメリカ計,94973.0,2006/7/01
南アメリカ計,3242.0,2006/7/01
台湾,146392.0,2006/7/01
無国籍・その他,114.0,2006/7/01
米国,77174.0,2006/7/01
英国,18731.0,2006/7/01
豪州,15713.0,2006/7/01
韓国,197622.0,2006/7/01
香港,35949.0,2006/7/01
アイルランド,898.0,2006/8/01
アフリカ計,2329.0,2006/8/01
イスラエル,848.0,2006/8/01
イタリア,4981.0,2006/8/01
インド,5127.0,2006/8/01
インドネシア,3883.0,2006/8/01
オセアニア計,16546.0,2006/8/01
オランダ,2222.0,2006/8/01
オーストリア,909.0,2006/8/01
カナダ,13609.0,2006/8/01
シンガポール,5582.0,2006/8/01
スイス,1537.0,2006/8/01
スウェーデン,1473.0,2006/8/01
スペイン,3986.0,2006/8/01
タイ,6679.0,2006/8/01
デンマーク,787.0,2006/8/01
トルコ,745.0,2006/8/01
ドイツ,8386.0,2006/8/01
ニュージーランド,2469.0,2006/8/01
ノルウェー,589.0,2006/8/01
フィリピン,7539.0,2006/8/01
フィンランド,1020.0,2006/8/01
フランス,10096.0,2006/8/01
ブラジル,1382.0,2006/8/01
ベトナム,2073.0,2006/8/01
ベルギー,918.0,2006/8/01
ポルトガル,2114.0,2006/8/01
ポーランド,621.0,2006/8/01
マレーシア,4951.0,2006/8/01
メキシコ,1498.0,2006/8/01
ヨーロッパ計,67155.0,2006/8/01
ロシア,5261.0,2006/8/01
中国,81117.0,2006/8/01
北アメリカ計,79132.0,2006/8/01
南アメリカ計,2602.0,2006/8/01
台湾,112300.0,2006/8/01
無国籍・その他,99.0,2006/8/01
米国,63280.0,2006/8/01
英国,17448.0,2006/8/01
豪州,13804.0,2006/8/01
韓国,220332.0,2006/8/01
香港,29994.0,2006/8/01
アイルランド,1075.0,2006/9/01
アフリカ計,2128.0,2006/9/01
イスラエル,1063.0,2006/9/01
イタリア,4704.0,2006/9/01
インド,5402.0,2006/9/01
インドネシア,3996.0,2006/9/01
オセアニア計,23541.0,2006/9/01
オランダ,2656.0,2006/9/01
オーストリア,1195.0,2006/9/01
カナダ,10819.0,2006/9/01
シンガポール,6883.0,2006/9/01
スイス,2181.0,2006/9/01
スウェーデン,2182.0,2006/9/01
スペイン,2654.0,2006/9/01
タイ,8750.0,2006/9/01
デンマーク,1030.0,2006/9/01
トルコ,705.0,2006/9/01
ドイツ,10035.0,2006/9/01
ニュージーランド,3444.0,2006/9/01
ノルウェー,827.0,2006/9/01
フィリピン,7600.0,2006/9/01
フィンランド,1202.0,2006/9/01
フランス,9421.0,2006/9/01
ブラジル,1551.0,2006/9/01
ベトナム,2488.0,2006/9/01
ベルギー,1149.0,2006/9/01
ポルトガル,738.0,2006/9/01
ポーランド,790.0,2006/9/01
マレーシア,5857.0,2006/9/01
メキシコ,2041.0,2006/9/01
ヨーロッパ計,68509.0,2006/9/01
ロシア,5311.0,2006/9/01
中国,75161.0,2006/9/01
北アメリカ計,73430.0,2006/9/01
南アメリカ計,3149.0,2006/9/01
台湾,99364.0,2006/9/01
無国籍・その他,81.0,2006/9/01
米国,59990.0,2006/9/01
英国,17223.0,2006/9/01
豪州,19812.0,2006/9/01
韓国,156451.0,2006/9/01
香港,22567.0,2006/9/01
アイルランド,1254.0,2005/1/01
アフリカ計,1622.0,2005/1/01
イスラエル,743.0,2005/1/01
イタリア,2940.0,2005/1/01
インド,5107.0,2005/1/01
インドネシア,3714.0,2005/1/01
オセアニア計,23176.0,2005/1/01
オランダ,2792.0,2005/1/01
オーストリア,800.0,2005/1/01
カナダ,13091.0,2005/1/01
シンガポール,4287.0,2005/1/01
スイス,1518.0,2005/1/01
スウェーデン,1762.0,2005/1/01
スペイン,1145.0,2005/1/01
タイ,5514.0,2005/1/01
デンマーク,869.0,2005/1/01
トルコ,567.0,2005/1/01
ドイツ,8122.0,2005/1/01
ニュージーランド,3075.0,2005/1/01
ノルウェー,628.0,2005/1/01
フィリピン,11945.0,2005/1/01
フィンランド,948.0,2005/1/01
フランス,8128.0,2005/1/01
ブラジル,931.0,2005/1/01
ベトナム,1420.0,2005/1/01
ベルギー,892.0,2005/1/01
ポルトガル,531.0,2005/1/01
ポーランド,555.0,2005/1/01
マレーシア,3970.0,2005/1/01
メキシコ,998.0,2005/1/01
ヨーロッパ計,58043.0,2005/1/01
ロシア,4039.0,2005/1/01
中国,48412.0,2005/1/01
北アメリカ計,72345.0,2005/1/01
南アメリカ計,2013.0,2005/1/01
台湾,76413.0,2005/1/01
無国籍・その他,63.0,2005/1/01
米国,57704.0,2005/1/01
英国,18333.0,2005/1/01
豪州,19860.0,2005/1/01
韓国,174775.0,2005/1/01
香港,17760.0,2005/1/01
アイルランド,1229.0,2005/10/01
アフリカ計,1741.0,2005/10/01
イスラエル,1307.0,2005/10/01
イタリア,5067.0,2005/10/01
インド,5040.0,2005/10/01
インドネシア,6079.0,2005/10/01
オセアニア計,18908.0,2005/10/01
オランダ,3293.0,2005/10/01
オーストリア,1417.0,2005/10/01
カナダ,13461.0,2005/10/01
シンガポール,7983.0,2005/10/01
スイス,2700.0,2005/10/01
スウェーデン,3126.0,2005/10/01
スペイン,2502.0,2005/10/01
タイ,13017.0,2005/10/01
デンマーク,1523.0,2005/10/01
トルコ,753.0,2005/10/01
ドイツ,14418.0,2005/10/01
ニュージーランド,2813.0,2005/10/01
ノルウェー,881.0,2005/10/01
フィリピン,9669.0,2005/10/01
フィンランド,1533.0,2005/10/01
フランス,11275.0,2005/10/01
ブラジル,1841.0,2005/10/01
ベトナム,2588.0,2005/10/01
ベルギー,1584.0,2005/10/01
ポルトガル,762.0,2005/10/01
ポーランド,564.0,2005/10/01
マレーシア,7639.0,2005/10/01
メキシコ,1916.0,2005/10/01
ヨーロッパ計,85455.0,2005/10/01
ロシア,6207.0,2005/10/01
中国,61239.0,2005/10/01
北アメリカ計,92773.0,2005/10/01
南アメリカ計,3949.0,2005/10/01
台湾,107093.0,2005/10/01
無国籍・その他,70.0,2005/10/01
米国,76704.0,2005/10/01
英国,22673.0,2005/10/01
豪州,15810.0,2005/10/01
韓国,146650.0,2005/10/01
香港,21968.0,2005/10/01
アイルランド,999.0,2005/11/01
アフリカ計,2021.0,2005/11/01
イスラエル,988.0,2005/11/01
イタリア,3613.0,2005/11/01
インド,5069.0,2005/11/01
インドネシア,6220.0,2005/11/01
オセアニア計,14829.0,2005/11/01
オランダ,2573.0,2005/11/01
オーストリア,967.0,2005/11/01
カナダ,11810.0,2005/11/01
シンガポール,9839.0,2005/11/01
スイス,1655.0,2005/11/01
スウェーデン,2059.0,2005/11/01
スペイン,1830.0,2005/11/01
タイ,7970.0,2005/11/01
デンマーク,1105.0,2005/11/01
トルコ,741.0,2005/11/01
ドイツ,11207.0,2005/11/01
ニュージーランド,2339.0,2005/11/01
ノルウェー,805.0,2005/11/01
フィリピン,7653.0,2005/11/01
フィンランド,1241.0,2005/11/01
フランス,8690.0,2005/11/01
ブラジル,1040.0,2005/11/01
ベトナム,1784.0,2005/11/01
ベルギー,1241.0,2005/11/01
ポルトガル,684.0,2005/11/01
ポーランド,540.0,2005/11/01
マレーシア,7277.0,2005/11/01
メキシコ,1361.0,2005/11/01
ヨーロッパ計,67150.0,2005/11/01
ロシア,6301.0,2005/11/01
中国,52670.0,2005/11/01
北アメリカ計,77337.0,2005/11/01
南アメリカ計,2238.0,2005/11/01
台湾,93862.0,2005/11/01
無国籍・その他,86.0,2005/11/01
米国,63612.0,2005/11/01
英国,17573.0,2005/11/01
豪州,12297.0,2005/11/01
韓国,140442.0,2005/11/01
香港,22946.0,2005/11/01
アイルランド,826.0,2005/12/01
アフリカ計,1378.0,2005/12/01
イスラエル,722.0,2005/12/01
イタリア,2716.0,2005/12/01
インド,3740.0,2005/12/01
インドネシア,5897.0,2005/12/01
オセアニア計,21714.0,2005/12/01
オランダ,1952.0,2005/12/01
オーストリア,638.0,2005/12/01
カナダ,13025.0,2005/12/01
シンガポール,16395.0,2005/12/01
スイス,1345.0,2005/12/01
スウェーデン,1492.0,2005/12/01
スペイン,1270.0,2005/12/01
タイ,8860.0,2005/12/01
デンマーク,795.0,2005/12/01
トルコ,433.0,2005/12/01
ドイツ,6796.0,2005/12/01
ニュージーランド,2677.0,2005/12/01
ノルウェー,502.0,2005/12/01
フィリピン,7633.0,2005/12/01
フィンランド,869.0,2005/12/01
フランス,7236.0,2005/12/01
ブラジル,1878.0,2005/12/01
ベトナム,1267.0,2005/12/01
ベルギー,739.0,2005/12/01
ポルトガル,1077.0,2005/12/01
ポーランド,334.0,2005/12/01
マレーシア,8395.0,2005/12/01
メキシコ,1098.0,2005/12/01
ヨーロッパ計,51852.0,2005/12/01
ロシア,4449.0,2005/12/01
中国,45535.0,2005/12/01
北アメリカ計,72563.0,2005/12/01
南アメリカ計,2885.0,2005/12/01
台湾,84584.0,2005/12/01
無国籍・その他,61.0,2005/12/01
米国,58038.0,2005/12/01
英国,16292.0,2005/12/01
豪州,18802.0,2005/12/01
韓国,142015.0,2005/12/01
香港,33836.0,2005/12/01
アイルランド,953.0,2005/2/01
アフリカ計,1534.0,2005/2/01
イスラエル,804.0,2005/2/01
イタリア,2560.0,2005/2/01
インド,4096.0,2005/2/01
インドネシア,2505.0,2005/2/01
オセアニア計,17423.0,2005/2/01
オランダ,2219.0,2005/2/01
オーストリア,975.0,2005/2/01
カナダ,11777.0,2005/2/01
シンガポール,6840.0,2005/2/01
スイス,1469.0,2005/2/01
スウェーデン,1544.0,2005/2/01
スペイン,1319.0,2005/2/01
タイ,6245.0,2005/2/01
デンマーク,755.0,2005/2/01
トルコ,358.0,2005/2/01
ドイツ,7985.0,2005/2/01
ニュージーランド,2151.0,2005/2/01
ノルウェー,679.0,2005/2/01
フィリピン,10284.0,2005/2/01
フィンランド,1016.0,2005/2/01
フランス,8041.0,2005/2/01
ブラジル,905.0,2005/2/01
ベトナム,1188.0,2005/2/01
ベルギー,911.0,2005/2/01
ポルトガル,830.0,2005/2/01
ポーランド,464.0,2005/2/01
マレーシア,5351.0,2005/2/01
メキシコ,835.0,2005/2/01
ヨーロッパ計,56645.0,2005/2/01
ロシア,4177.0,2005/2/01
中国,51101.0,2005/2/01
北アメリカ計,66199.0,2005/2/01
南アメリカ計,1872.0,2005/2/01
台湾,96399.0,2005/2/01
無国籍・その他,95.0,2005/2/01
米国,53128.0,2005/2/01
英国,17644.0,2005/2/01
豪州,15031.0,2005/2/01
韓国,148946.0,2005/2/01
香港,37818.0,2005/2/01
アイルランド,1396.0,2005/3/01
アフリカ計,2230.0,2005/3/01
イスラエル,1061.0,2005/3/01
イタリア,3862.0,2005/3/01
インド,4529.0,2005/3/01
インドネシア,4699.0,2005/3/01
オセアニア計,19732.0,2005/3/01
オランダ,2595.0,2005/3/01
オーストリア,1190.0,2005/3/01
カナダ,14637.0,2005/3/01
シンガポール,7974.0,2005/3/01
スイス,2333.0,2005/3/01
スウェーデン,2306.0,2005/3/01
スペイン,2162.0,2005/3/01
タイ,13479.0,2005/3/01
デンマーク,1093.0,2005/3/01
トルコ,666.0,2005/3/01
ドイツ,12150.0,2005/3/01
ニュージーランド,2806.0,2005/3/01
ノルウェー,887.0,2005/3/01
フィリピン,13022.0,2005/3/01
フィンランド,1277.0,2005/3/01
フランス,9750.0,2005/3/01
ブラジル,1300.0,2005/3/01
ベトナム,1912.0,2005/3/01
ベルギー,1578.0,2005/3/01
ポルトガル,846.0,2005/3/01
ポーランド,633.0,2005/3/01
マレーシア,8345.0,2005/3/01
メキシコ,2147.0,2005/3/01
ヨーロッパ計,75270.0,2005/3/01
ロシア,5543.0,2005/3/01
中国,50649.0,2005/3/01
北アメリカ計,98263.0,2005/3/01
南アメリカ計,2769.0,2005/3/01
台湾,89753.0,2005/3/01
無国籍・その他,100.0,2005/3/01
米国,80916.0,2005/3/01
英国,22172.0,2005/3/01
豪州,16646.0,2005/3/01
韓国,130963.0,2005/3/01
香港,27248.0,2005/3/01
アイルランド,1239.0,2005/4/01
アフリカ計,2012.0,2005/4/01
イスラエル,1101.0,2005/4/01
イタリア,4570.0,2005/4/01
インド,4808.0,2005/4/01
インドネシア,4590.0,2005/4/01
オセアニア計,21699.0,2005/4/01
オランダ,2873.0,2005/4/01
オーストリア,1148.0,2005/4/01
カナダ,12874.0,2005/4/01
シンガポール,7885.0,2005/4/01
スイス,2456.0,2005/4/01
スウェーデン,2272.0,2005/4/01
スペイン,2016.0,2005/4/01
タイ,20516.0,2005/4/01
デンマーク,1447.0,2005/4/01
トルコ,482.0,2005/4/01
ドイツ,10978.0,2005/4/01
ニュージーランド,3532.0,2005/4/01
ノルウェー,873.0,2005/4/01
フィリピン,16577.0,2005/4/01
フィンランド,1107.0,2005/4/01
フランス,12123.0,2005/4/01
ブラジル,1640.0,2005/4/01
ベトナム,2051.0,2005/4/01
ベルギー,1229.0,2005/4/01
ポルトガル,595.0,2005/4/01
ポーランド,640.0,2005/4/01
マレーシア,8756.0,2005/4/01
メキシコ,1273.0,2005/4/01
ヨーロッパ計,76847.0,2005/4/01
ロシア,5388.0,2005/4/01
中国,56321.0,2005/4/01
北アメリカ計,91952.0,2005/4/01
南アメリカ計,3620.0,2005/4/01
台湾,120282.0,2005/4/01
無国籍・その他,99.0,2005/4/01
米国,76971.0,2005/4/01
英国,22051.0,2005/4/01
豪州,17898.0,2005/4/01
韓国,122084.0,2005/4/01
香港,16984.0,2005/4/01
アイルランド,965.0,2005/5/01
アフリカ計,1890.0,2005/5/01
イスラエル,1050.0,2005/5/01
イタリア,3766.0,2005/5/01
インド,6230.0,2005/5/01
インドネシア,4577.0,2005/5/01
オセアニア計,18137.0,2005/5/01
オランダ,2537.0,2005/5/01
オーストリア,1066.0,2005/5/01
カナダ,11593.0,2005/5/01
シンガポール,7590.0,2005/5/01
スイス,2005.0,2005/5/01
スウェーデン,1754.0,2005/5/01
スペイン,2050.0,2005/5/01
タイ,11068.0,2005/5/01
デンマーク,929.0,2005/5/01
トルコ,557.0,2005/5/01
ドイツ,9681.0,2005/5/01
ニュージーランド,2773.0,2005/5/01
ノルウェー,699.0,2005/5/01
フィリピン,15598.0,2005/5/01
フィンランド,1256.0,2005/5/01
フランス,9183.0,2005/5/01
ブラジル,1711.0,2005/5/01
ベトナム,1759.0,2005/5/01
ベルギー,1285.0,2005/5/01
ポルトガル,619.0,2005/5/01
ポーランド,719.0,2005/5/01
マレーシア,7076.0,2005/5/01
メキシコ,1511.0,2005/5/01
ヨーロッパ計,63453.0,2005/5/01
ロシア,4744.0,2005/5/01
中国,50721.0,2005/5/01
北アメリカ計,86804.0,2005/5/01
南アメリカ計,3310.0,2005/5/01
